University ,Faculty,Department,"Title, Name and Surname"
Erciyes Universitesi,Veteriner Fakultesi,Zootekni Ve Hayvan Besleme Bolumu,Profesor Osman Kucuk
Erciyes Universitesi,Fen Fakultesi,Matematik Bolumu,Profesor Osman Mucuk
Erciyes Universitesi,Ziraat Fakultesi,Toprak Bilimi Ve Bitki Besleme Bolumu,Profesor Osman Sonmez
Erciyes Universitesi,Mimarlik Fakultesi,Sehir Ve Bolge Planlama Bolumu,Profesor Ozan Hovardaoglu
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Okkes Ibrahim Karahan
Erciyes Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Uluslararasi Iliskiler Bolumu,Profesor Omer Kurtbag
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Omer Ozbakir
Erciyes Universitesi,Turizm Fakultesi,Turizm Isletmeciligi Bolumu,Profesor Omer Sanlioglu
Erciyes Universitesi,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Omer Galip Saracoglu
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Omer Levent Avsarogullari
Erciyes Universitesi,Veteriner Fakultesi,Klinik Bilimler Bolumu,Profesor Omer Orkun Demiral
Erciyes Universitesi,Egitim Fakultesi,Turkce Ve Sosyal Bilimler Egitimi Bolumu,Profesor Onder Cagiran
Erciyes Universitesi,Veteriner Fakultesi,Klinik Oncesi Bilimleri Bolumu,Profesor Onder Duzlu
Erciyes Universitesi,Edebiyat Fakultesi,Tarih Bolumu,Profesor Ozen Tok
Erciyes Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Ozlem Canoz
Erciyes Universitesi,Veteriner Fakultesi,Klinik Bilimler Bolumu,Profesor Oznur Aslan
Erciyes Universitesi,Havacilik Ve Uzay Bilimleri Fakultesi,Havacilik Elektrik Ve Elektronigi Bolumu,Profesor Pinar Civicioglu Besdok
Erciyes Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Rahmi Kemal Koc
Erciyes Universitesi,Ilahiyat Fakultesi,Felsefe Ve Din Bilimleri Bolumu,Profesor Ramazan Adibelli
Erciyes Universitesi,Ziraat Fakultesi,Bitki Koruma Bolumu,Profesor Ramazan Canhilal
Erciyes Universitesi,Ilahiyat Fakultesi,Felsefe Ve Din Bilimleri Bolumu,Profesor Ramazan Erturk
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Ramazan Topsakal
Erciyes Universitesi,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Profesor Recai Kilic
Erciyes Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Recep Aksu
Erciyes Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Recep Ekici
Erciyes Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Recep Gunes
Erciyes Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Profesor Recep Ulucak
Erciyes Universitesi,Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Remzi Kilic
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Saliha Demirel-ozsoy
Erciyes Universitesi,Saglik Bilimleri Fakultesi,Hemsirelik Bolumu,Profesor Salime Mucuk
Erciyes Universitesi,Ziraat Fakultesi,Tarla Bitkileri Bolumu,Profesor Sati Uzun
Erciyes Universitesi,Veteriner Fakultesi,Zootekni Ve Hayvan Besleme Bolumu,Profesor Savas Sariozkan
Erciyes Universitesi,Ilahiyat Fakultesi,Islam Tarihi Ve Sanatlari Bolumu,Profesor Sebahattin Samur
Erciyes Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Sebahattin Unalan
Erciyes Universitesi,Veteriner Fakultesi,Klinik Oncesi Bilimleri Bolumu,Profesor Secil Abay
Erciyes Universitesi,Mimarlik Fakultesi,Sehir Ve Bolge Planlama Bolumu,Profesor Seda Calisir Hovardaoglu
Erciyes Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Sedat Cagli
Erciyes Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Sedat Ozden
Erciyes Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Selahaddin Orhan Akansu
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Selcuk Mistik
Erciyes Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Selma Gokahmetoglu
Erciyes Universitesi,Fen Fakultesi,Fizik Bolumu,Profesor Sema Yildirim
Erciyes Universitesi,Ziraat Fakultesi,Tarimsal Biyoteknoloji Bolumu,Profesor Semih Yilmaz
Erciyes Universitesi,Egitim Fakultesi,Egitim Bilimleri Bolumu,Profesor Semra Demir Basaran
Erciyes Universitesi,Muhendislik Fakultesi,Biyomedikal Muhendisligi Bolumu,Profesor Semra Icer
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Serap Dogan
Erciyes Universitesi,Ziraat Fakultesi,Toprak Bilimi Ve Bitki Besleme Bolumu,Profesor Serkan Sahan
Erciyes Universitesi,Veteriner Fakultesi,Klinik Bilimler Bolumu,Profesor Serpil Sariozkan
Erciyes Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Serpil Taheri
Erciyes Universitesi,Fen Fakultesi,Biyoloji Bolumu,Profesor Servet Ozcan
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Sevda Ismailogullari
Erciyes Universitesi,Fen Fakultesi,Biyoloji Bolumu,Profesor Sevil Albayrak
Erciyes Universitesi,Edebiyat Fakultesi,Rus Dili Ve Edebiyati Bolumu,Profesor Sevinc Ucgul
Erciyes Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Sezer Demirbuga
Erciyes Universitesi,Edebiyat Fakultesi,Dogu Dilleri Ve Edebiyatlari Bolumu,Profesor Sirri Goksel Turkozu
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Sibel Akin
Erciyes Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Sibel Gunes
Erciyes Universitesi,Egitim Fakultesi,Matematik Ve Fen Bilimleri Egitimi Bolumu,Profesor Sibel Saracoglu
Erciyes Universitesi,Ziraat Fakultesi,Tarimsal Biyoteknoloji Bolumu,Profesor Sibel Silici
Erciyes Universitesi,Ziraat Fakultesi,Biyosistem Muhendisligi Bolumu,Profesor Sinan Gercek
Erciyes Universitesi,Muhendislik Fakultesi,Endustri Muhendisligi Bolumu,Profesor Sinem Kulluk
Erciyes Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Soley Arslan
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Soner Akkurt
Erciyes Universitesi,Saglik Bilimleri Fakultesi,Hemsirelik Bolumu,Profesor Sultan Tasci
Erciyes Universitesi,Edebiyat Fakultesi,Sanat Tarihi Bolumu,Profesor Sultan Murat Topcu
Erciyes Universitesi,Edebiyat Fakultesi,Turk Dili Ve Edebiyati Bolumu,Profesor Suzan Suzi Tokatli
Erciyes Universitesi,Ilahiyat Fakultesi,Felsefe Ve Din Bilimleri Bolumu,Profesor Suleyman Akyurek
Erciyes Universitesi,Ilahiyat Fakultesi,Temel Islam Bilimleri Bolumu,Profesor Suleyman Doganay
Erciyes Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Saban Patat
Erciyes Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Saban Uzay
Erciyes Universitesi,Ilahiyat Fakultesi,Temel Islam Bilimleri Bolumu,Profesor Sahin Guven
Erciyes Universitesi,Muhendislik Fakultesi,Mekatronik Muhendisligi Bolumu,Profesor Sahin Yildirim
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Sebnem Gursoy
Erciyes Universitesi,Eczacilik Fakultesi,Temel Eczacilik Bilimleri Bolumu,Profesor Sengul Dilem Dogan
Erciyes Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Serife Sacmaci
Erciyes Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Serife Tokalioglu
Erciyes Universitesi,Veteriner Fakultesi,Klinik Bilimler Bolumu,Profesor Tayfur Bekyurek
Erciyes Universitesi,Havacilik Ve Uzay Bilimleri Fakultesi,Ucak Muhendisligi Bolumu,Profesor Tugrul Oktay
Erciyes Universitesi,Edebiyat Fakultesi,Turk Dili Ve Edebiyati Bolumu,Profesor Turgut Kocoglu
Erciyes Universitesi,Egitim Fakultesi,Matematik Ve Fen Bilimleri Egitimi Bolumu,Profesor Ugur Buyuk
Erciyes Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Ugur Sahin
Erciyes Universitesi,Iletisim Fakultesi,"Radyo, Televizyon Ve Sinema Bolumu",Profesor Vahit Ilhan
Erciyes Universitesi,Veteriner Fakultesi,Klinik Bilimler Bolumu,Profesor Vehbi Gunes
Erciyes Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Veli Akel
Erciyes Universitesi,Muhendislik Fakultesi,Bilgisayar Muhendisligi Bolumu,Profesor Veysel Aslantas
Erciyes Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Veysel Ozceyhan
Erciyes Universitesi,Edebiyat Fakultesi,Tarih Bolumu,Profesor Yahya Bagceci
Erciyes Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Yahya Guzel
Erciyes Universitesi,Spor Bilimleri Fakultesi,Beden Egitimi Ve Spor Bolumu,Profesor Yahya Polat
Erciyes Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Profesor Yakup Ustun
Erciyes Universitesi,Muhendislik Fakultesi,Cevre Muhendisligi Bolumu,Profesor Yalcin Sevki Yildiz
Erciyes Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Yasemin Yavuz
Erciyes Universitesi,Veteriner Fakultesi,Klinik Bilimler Bolumu,Profesor Yasar Akar
Erciyes Universitesi,Ilahiyat Fakultesi,Temel Islam Bilimleri Bolumu,Profesor Yavuz Firat
Erciyes Universitesi,Veteriner Fakultesi,Gida Hijyeni Ve Teknolojisi Bolumu,Profesor Yeliz Ucar
Erciyes Universitesi,Eczacilik Fakultesi,Eczacilik Teknolojisi Bolumu,Profesor Yesim Aktas
Erciyes Universitesi,Edebiyat Fakultesi,Dogu Dilleri Ve Edebiyatlari Bolumu,Profesor Ying Jie Wang
Erciyes Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Profesor Yunus Dursun
Erciyes Universitesi,Ziraat Fakultesi,Zootekni Bolumu,Profesor Yusuf Konca
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Yusuf Ozkul
Erciyes Universitesi,Veteriner Fakultesi,Gida Hijyeni Ve Teknolojisi Bolumu,Profesor Zafer Gonulalan
Erciyes Universitesi,Edebiyat Fakultesi,Kafkas Dilleri Ve Kulturleri Bolumu,Profesor Zaual Ionov
Erciyes Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Zeki Buyukmumcu
Erciyes Universitesi,Ziraat Fakultesi,Biyosistem Muhendisligi Bolumu,Profesor Zeki Gokalp
Erciyes Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Zeynep Baykan
Erciyes Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Profesor Zeynep Tosun
Erciyes Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Profesor Zeynep Gul Apalak
Erciyes Universitesi,Spor Bilimleri Fakultesi,Rekreasyon Bolumu,Profesor Ziya Bahadir
Erciyes Universitesi,Mimarlik Fakultesi,Mimarlik Bolumu,Profesor Zubeyde Ozlem Parlak Bicer
Erciyes Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Profesor Zuhal Hamurcu
Erciyes Universitesi,Muhendislik Fakultesi,Gida Muhendisligi Bolumu,Profesor Zulal Kesmen
Erciyes Universitesi,Fen Fakultesi,Kimya Bolumu,Profesor Zulbiye Kokbudak
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Profesor Zuleyha Cihan Ozdamar Karaca
Erciyes Universitesi,Muhendislik Fakultesi,Insaat Muhendisligi Bolumu,Profesor Zulkuf Kaya
Erciyes Universitesi,Ilahiyat Fakultesi,Temel Islam Bilimleri Bolumu,Docent Abdullah Benli
Erciyes Universitesi,Ziraat Fakultesi,Toprak Bilimi Ve Bitki Besleme Bolumu,Docent Abdullah Ulas
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Abdurrahman Soner Senel
Erciyes Universitesi,Fen Fakultesi,Matematik Bolumu,Docent Adive Nihal Tuncer
Erciyes Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Maliye Bolumu,Docent Ahmet Aysu
Erciyes Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Docent Ahmet Eken
Erciyes Universitesi,Egitim Fakultesi,Temel Egitim Bolumu,Docent Ahmet Yamac
Erciyes Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Docent Ahmet Burak Dogan
Erciyes Universitesi,Edebiyat Fakultesi,Sosyoloji Bolumu,Docent Ahmet Burak Kahraman
Erciyes Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Docent Ahmet Emin Demirbas
Erciyes Universitesi,Hukuk Fakultesi,Kamu Hukuku Bolumu,Docent Ahmet Hulusi Akkas
Erciyes Universitesi,Edebiyat Fakultesi,Turk Dili Ve Edebiyati Bolumu,Docent Aida Babutju
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Akif Asdemir
Erciyes Universitesi,Iletisim Fakultesi,Gazetecilik Bolumu,Docent Ali Korkmaz
Erciyes Universitesi,Edebiyat Fakultesi,Dogu Dilleri Ve Edebiyatlari Bolumu,Docent Ali Kucukler
Erciyes Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Docent Ali Gokhan Yucel
Erciyes Universitesi,Egitim Fakultesi,Egitim Bilimleri Bolumu,Docent Alpaslan Gozler
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Alper Ozcan
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Arda Borlu
Erciyes Universitesi,Edebiyat Fakultesi,Dogu Dilleri Ve Edebiyatlari Bolumu,Docent Arina Beridze
Erciyes Universitesi,Veteriner Fakultesi,Klinik Oncesi Bilimleri Bolumu,Docent Arif Ciloglu
Erciyes Universitesi,Edebiyat Fakultesi,Sanat Tarihi Bolumu,Docent Asli Sagiroglu
Erciyes Universitesi,Egitim Fakultesi,Matematik Ve Fen Bilimleri Egitimi Bolumu,Docent Asli Saylan Kirmizigul
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Aslihan Kiraz
Erciyes Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Docent Aydin Tuncay
Erciyes Universitesi,Veteriner Fakultesi,Temel Bilimler Bolumu,Docent Aykut Gram
Erciyes Universitesi,Edebiyat Fakultesi,Sosyoloji Bolumu,Docent Aylin Yonca Gencoglu
Erciyes Universitesi,Veteriner Fakultesi,Klinik Oncesi Bilimleri Bolumu,Docent Ayse Gencay Goksu
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Ayse Caglar Sarilar
Erciyes Universitesi,Eczacilik Fakultesi,Eczacilik Meslek Bilimleri Bolumu,Docent Ayse Kubra Karaboga Arslan
Erciyes Universitesi,Edebiyat Fakultesi,Dogu Dilleri Ve Edebiyatlari Bolumu,Docent Aysegul Atay
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Aysenur Pac Kisaarslan
Erciyes Universitesi,Guzel Sanatlar Fakultesi,Seramik Ve Cam Bolumu,Docent Aysenur Ceren Asmaz
Erciyes Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Docent Banu Sungur
Erciyes Universitesi,Muhendislik Fakultesi,Tekstil Muhendisligi Bolumu,Docent Bekir Yildirim
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Benhur Sirvan Cetin
Erciyes Universitesi,Saglik Bilimleri Fakultesi,Hemsirelik Bolumu,Docent Betul Ozen
Erciyes Universitesi,Muhendislik Fakultesi,Bilgisayar Muhendisligi Bolumu,Docent Bilal Babayigit
Erciyes Universitesi,Iletisim Fakultesi,"Radyo, Televizyon Ve Sinema Bolumu",Docent Burak Medin
Erciyes Universitesi,Mimarlik Fakultesi,Mimarlik Bolumu,Docent Burcu Salgin
Erciyes Universitesi,Eczacilik Fakultesi,Eczacilik Meslek Bilimleri Bolumu,Docent Burcu Unlu Endirlik
Erciyes Universitesi,Muhendislik Fakultesi,Harita Muhendisligi Bolumu,Docent Bulent Bostanci
Erciyes Universitesi,Muhendislik Fakultesi,Endustriyel Tasarim Muhendisligi Bolumu,Docent Bulent Kaya
Erciyes Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Docent Cem Artan
Erciyes Universitesi,Ilahiyat Fakultesi,Felsefe Ve Din Bilimleri Bolumu,Docent Cemil Osmanoglu
Erciyes Universitesi,Edebiyat Fakultesi,Tarih Bolumu,Docent Cengiz Kartin
Erciyes Universitesi,Mimarlik Fakultesi,Sehir Ve Bolge Planlama Bolumu,Docent Ceyhan Yucel
Erciyes Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Docent Cagman Tan
Erciyes Universitesi,Veteriner Fakultesi,Temel Bilimler Bolumu,Docent Cagri Caglar Sinmez
Erciyes Universitesi,Havacilik Ve Uzay Bilimleri Fakultesi,Ucak Govde Ve Motor Bakimi Bolumu,Docent Cagri Vakkas Yildirim
Erciyes Universitesi,Eczacilik Fakultesi,Eczacilik Teknolojisi Bolumu,Docent Cigdem Yucel
Erciyes Universitesi,Iletisim Fakultesi,"Radyo, Televizyon Ve Sinema Bolumu",Docent Cilem Tugba Koc
Erciyes Universitesi,Veteriner Fakultesi,Zootekni Ve Hayvan Besleme Bolumu,Docent Davut Bayram
Erciyes Universitesi,Ilahiyat Fakultesi,Temel Islam Bilimleri Bolumu,Docent Davut Iltas
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Demet Kartal
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Deniz Elcik
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Derya Altay
Erciyes Universitesi,Muhendislik Fakultesi,Endustriyel Tasarim Muhendisligi Bolumu,Docent Derya Haroglu
Erciyes Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Docent Derya Karabulut
Erciyes Universitesi,Fen Fakultesi,Biyoloji Bolumu,Docent Didem Aydin
Erciyes Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Docent Didem Barlak Keti
Erciyes Universitesi,Halil Bayraktar Saglik Hizmetleri Meslek Yuksekokulu,Tibbi Hizmetler Ve Teknikler Bolumu,Docent Dilek Efe Arslan
Erciyes Universitesi,Halil Bayraktar Saglik Hizmetleri Meslek Yuksekokulu,Tibbi Hizmetler Ve Teknikler Bolumu,Docent Dilek Kaan
Erciyes Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Docent Duygu Gulmez Sevim
Erciyes Universitesi,Iletisim Fakultesi,Gazetecilik Bolumu,Docent Ebru Davulcu
Erciyes Universitesi,Egitim Fakultesi,Matematik Ve Fen Bilimleri Egitimi Bolumu,Docent Ebru Ezberci Cevik
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Ebru Yilmaz
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Elif Deniz Safak
Erciyes Universitesi,Muhendislik Fakultesi,Tekstil Muhendisligi Bolumu,Docent Emel Cincik
Erciyes Universitesi,Fen Fakultesi,Matematik Bolumu,Docent Emin Aygun
Erciyes Universitesi,Spor Bilimleri Fakultesi,Rekreasyon Bolumu,Docent Emire Ozkatar Kaya
Erciyes Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Docent Emrah Soylu
Erciyes Universitesi,Fen Fakultesi,Fizik Bolumu,Docent Emrah Tiras
Erciyes Universitesi,Spor Bilimleri Fakultesi,Antrenorluk Egitimi Bolumu,Docent Emre Simsek
Erciyes Universitesi,Egitim Fakultesi,Egitim Bilimleri Bolumu,Docent Emre Toprak
Erciyes Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Docent Emre Can Akinsal
Erciyes Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Docent Erdal Uzun
Erciyes Universitesi,Egitim Fakultesi,Yabanci Diller Egitimi Bolumu,Docent Erdem Akbas
Erciyes Universitesi,Muhendislik Fakultesi,Elektrik-elektronik Muhendisligi Bolumu,Docent Erdem Aslan
Erciyes Universitesi,Guzel Sanatlar Fakultesi,Gorsel Iletisim Tasarimi Bolumu,Docent Erhan Yildirim
Erciyes Universitesi,Eczacilik Fakultesi,Temel Eczacilik Bilimleri Bolumu,Docent Erkan Yilmaz
Erciyes Universitesi,Ziraat Fakultesi,Tarla Bitkileri Bolumu,Docent Erman Beyzi
Erciyes Universitesi,Turizm Fakultesi,Gastronomi Ve Mutfak Sanatlari Bolumu,Docent Ersan Yildiz
Erciyes Universitesi,Hukuk Fakultesi,Ozel Hukuk Bolumu,Docent Ertugrul Yuvali
Erciyes Universitesi,Fen Fakultesi,Biyoloji Bolumu,Docent Ertugrul Yuzbasioglu
Erciyes Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Docent Esra Balcioglu
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Esra Demirci
Erciyes Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Isletme Bolumu,Docent Esra Kahya Ozyirmidokuz
Erciyes Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Docent Esra Kizilci
Erciyes Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Docent Eyyup Gercekcioglu
Erciyes Universitesi,Iletisim Fakultesi,Gazetecilik Bolumu,Docent Faruk Temel
Erciyes Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Docent Fatih Dal
Erciyes Universitesi,Ziraat Fakultesi,Bahce Bitkileri Bolumu,Docent Fatih Hanci
Erciyes Universitesi,Veteriner Fakultesi,Klinik Oncesi Bilimleri Bolumu,Docent Fatih Dogan Koca
Erciyes Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Iktisat Bolumu,Docent Fatma Unlu
Erciyes Universitesi,Havacilik Ve Uzay Bilimleri Fakultesi,Havacilik Elektrik Ve Elektronigi Bolumu,Docent Fatma Yildirim Dalkiran
Erciyes Universitesi,Egitim Fakultesi,Matematik Ve Fen Bilimleri Egitimi Bolumu,Docent Fatma Berna Benli
Erciyes Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Docent Fazile Canturk Tan
Erciyes Universitesi,Iktisadi Ve Idari Bilimler Fakultesi,Maliye Bolumu,Docent Ferhat Akbey
Erciyes Universitesi,Muhendislik Fakultesi,Endustri Muhendisligi Bolumu,Docent Feyza Gurbuz
Erciyes Universitesi,Spor Bilimleri Fakultesi,Spor Yoneticiligi Bolumu,Docent Feyzullah Koca
Erciyes Universitesi,Iletisim Fakultesi,Gazetecilik Bolumu,Docent Fikret Yazici
Erciyes Universitesi,Saglik Bilimleri Fakultesi,Hemsirelik Bolumu,Docent Filiz Ozkan
Erciyes Universitesi,Mimarlik Fakultesi,Mimarlik Bolumu,Docent Filiz Sonmez
Erciyes Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Docent Filiz Yagci
Erciyes Universitesi,Ziraat Fakultesi,Bahce Bitkileri Bolumu,Docent Firdes Ulas
Erciyes Universitesi,Ilahiyat Fakultesi,Islam Tarihi Ve Sanatlari Bolumu,Docent Funda Demirtas
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Gamze Kalin Unuvar
Erciyes Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Docent Gamze Talih
Erciyes Universitesi,Eczacilik Fakultesi,Eczacilik Meslek Bilimleri Bolumu,Docent Gokce Seker Karatoprak
Erciyes Universitesi,Edebiyat Fakultesi,Turk Dili Ve Edebiyati Bolumu,Docent Gokce Yukselen Peler
Erciyes Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Docent Gokhan Coban
Erciyes Universitesi,Tip Fakultesi,Cerrahi Tip Bilimleri Bolumu,Docent Gokhan Sonmez
Erciyes Universitesi,Hukuk Fakultesi,Ozel Hukuk Bolumu,Docent Gokhan Sahan
Erciyes Universitesi,Eczacilik Fakultesi,Eczacilik Meslek Bilimleri Bolumu,Docent Gokhan Unal
Erciyes Universitesi,Tip Fakultesi,Temel Tip Bilimleri Bolumu,Docent Gozde Erturk Zararsiz
Erciyes Universitesi,Guzel Sanatlar Fakultesi,Muzik Bolumu,Docent Gulnara Jorobekova
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Gulay Sezer
Erciyes Universitesi,Egitim Fakultesi,Turkce Ve Sosyal Bilimler Egitimi Bolumu,Docent Gurkan Morali
Erciyes Universitesi,Ilahiyat Fakultesi,Temel Islam Bilimleri Bolumu,Docent Habil Nazligul
Erciyes Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Docent Hacer Balkaya
Erciyes Universitesi,Fen Fakultesi,Matematik Bolumu,Docent Haci Aktas
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Hakan Imamoglu
Erciyes Universitesi,Fen Fakultesi,Kimya Bolumu,Docent Halil Sahan
Erciyes Universitesi,Fen Fakultesi,Kimya Bolumu,Docent Halime Guzin Aslan
Erciyes Universitesi,Muhendislik Fakultesi,Cevre Muhendisligi Bolumu,Docent Hamdi Mihciokur
Erciyes Universitesi,Muhendislik Fakultesi,Makine Muhendisligi Bolumu,Docent Hamdi Taplak
Erciyes Universitesi,Veteriner Fakultesi,Klinik Bilimler Bolumu,Docent Hanifi Erol
Erciyes Universitesi,Veteriner Fakultesi,Gida Hijyeni Ve Teknolojisi Bolumu,Docent Harun Hizlisoy
Erciyes Universitesi,Fen Fakultesi,Astronomi Ve Uzay Bilimleri Bolumu,Docent Hasan Ak
Erciyes Universitesi,Tip Fakultesi,Dahili Tip Bilimleri Bolumu,Docent Hasan Durmus
Erciyes Universitesi,Ziraat Fakultesi,Bahce Bitkileri Bolumu,Docent Hasan Pinar
Erciyes Universitesi,Edebiyat Fakultesi,Dogu Dilleri Ve Edebiyatlari Bolumu,Docent Hatice Koroglu Turkozu
Erciyes Universitesi,Dis Hekimligi Fakultesi,Klinik Bilimler Bolumu,Docent Haydar Albayrak
Erciyes Universitesi,Mimarlik Fakultesi,Mimarlik Bolumu,Docent Hayriye Hale Kozlu
